image,true_class,predicted_class,top1_correct,top3_correct,top1_score,top1_similarity,second_class,second_score,probability_margin,similarity_margin,confidence,accepted,abstained,unsafe_accepted_error,abstained_error,abstained_correct,top2_class,top3_class
images/gate_sign/gate_sign_013.jpg,gate_sign,lounge,False,False,0.49319297075271606,0.31796759366989136,restaurant,0.12277503311634064,0.3704179376363754,0.013905465602874756,uncertain,False,True,False,True,False,restaurant,family_facility
images/restaurant/restaurant_006.jpg,restaurant,restaurant,True,True,0.49216216802597046,0.32231664657592773,family_facility,0.2749166488647461,0.21724551916122437,0.005823373794555664,uncertain,False,True,False,False,True,family_facility,lounge
images/transport/transport_005.jpg,transport,transport,True,True,0.49069491028785706,0.2999337315559387,baggage_claim,0.3943641185760498,0.09633079171180725,0.0021854639053344727,uncertain,False,True,False,False,True,baggage_claim,accessibility
images/family_facility/family_facility_019.jpg,family_facility,security,False,True,0.4905277490615845,0.25704073905944824,accessibility,0.35806480050086975,0.13246294856071472,0.0031476616859436035,uncertain,False,True,False,True,False,accessibility,family_facility
images/gate_sign/gate_sign_004.jpg,gate_sign,accessibility,False,True,0.4887453317642212,0.29746365547180176,gate_sign,0.18780125677585602,0.3009440749883652,0.009564578533172607,uncertain,False,True,False,True,False,gate_sign,lounge
images/check_in/check_in_010.jpg,check_in,check_in,True,True,0.48472705483436584,0.3149803876876831,security,0.3745051622390747,0.11022189259529114,0.002579808235168457,uncertain,False,True,False,False,True,security,baggage_claim
images/transport/transport_009.jpg,transport,accessibility,False,True,0.47748318314552307,0.3139488399028778,transport,0.4387962818145752,0.038686901330947876,0.0008449256420135498,uncertain,False,True,False,True,False,transport,gate_sign
images/family_facility/family_facility_003.jpg,family_facility,family_facility,True,True,0.47268956899642944,0.2967642843723297,accessibility,0.287815660238266,0.18487390875816345,0.004961192607879639,uncertain,False,True,False,False,True,accessibility,restaurant
images/transport/transport_011.jpg,transport,transport,True,True,0.4706757366657257,0.26769766211509705,accessibility,0.2030576914548874,0.2676180452108383,0.008406788110733032,uncertain,False,True,False,False,True,accessibility,baggage_claim
images/lounge/lounge_012.jpg,lounge,lounge,True,True,0.46949005126953125,0.3217729926109314,family_facility,0.39806970953941345,0.0714203417301178,0.0016502141952514648,uncertain,False,True,False,False,True,family_facility,accessibility
images/check_in/check_in_004.jpg,check_in,security,False,True,0.46427789330482483,0.3241097033023834,check_in,0.18562588095664978,0.27865201234817505,0.009167522192001343,uncertain,False,True,False,True,False,check_in,family_facility
images/family_facility/family_facility_016.jpg,family_facility,gate_sign,False,False,0.4562912583351135,0.317102313041687,accessibility,0.19059470295906067,0.26569655537605286,0.008729815483093262,uncertain,False,True,False,True,False,accessibility,information
images/accessibility/accessibility_001.jpg,accessibility,security,False,True,0.45222848653793335,0.2623177766799927,family_facility,0.3271437883377075,0.12508469820022583,0.0032378733158111572,uncertain,False,True,False,True,False,family_facility,accessibility
images/security/security_007.jpg,security,restaurant,False,False,0.4484715759754181,0.3011142611503601,check_in,0.20337368547916412,0.24509789049625397,0.007908016443252563,uncertain,False,True,False,True,False,check_in,accessibility
images/family_facility/family_facility_012.jpg,family_facility,family_facility,True,True,0.44233328104019165,0.2583550810813904,accessibility,0.40234512090682983,0.039988160133361816,0.0009475350379943848,uncertain,False,True,False,False,True,accessibility,transport
images/check_in/check_in_018.jpg,check_in,security,False,True,0.4402647912502289,0.2968480885028839,check_in,0.39343997836112976,0.04682481288909912,0.0011244714260101318,uncertain,False,True,False,True,False,check_in,accessibility
